Id,MSZoning,LotArea,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Foundation,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,PavedDrive,CentralAir,KitchenQual,SalePrice
685,RL,7056,Viman Nagar,1Fam,2Story,6,7,1985,2001,PConc,877.0,1010,419,1429,3,1,3,7,1,2.0,407.0,Y,Y,TA,10523206
686,FV,7208,Bandra,Apartment,1Story,8,4,1972,1980,PConc,895.0,1719,148,1867,3,0,2,7,2,1.0,263.0,Y,Y,Ex,16796230
687,C,4626,Powai,1Fam,2Story,5,9,1999,2008,PConc,1165.0,1187,744,1931,1,1,5,8,2,1.0,293.0,Y,Y,TA,14015689
688,RM,6403,Powai,Duplex,2Story,7,6,1991,2000,PConc,773.0,839,831,1670,3,0,4,9,2,3.0,612.0,N,N,Gd,12302740
689,RL,6322,Koramangala,Apartment,1Story,9,4,1978,1984,CBlock,790.0,975,207,1182,1,1,3,6,2,,341.0,Y,Y,TA,9166860
690,RL,6655,Bandra,Duplex,2Story,6,7,1998,2013,PConc,1731.0,1483,985,2468,2,0,3,7,1,2.0,407.0,Y,Y,Gd,16548944
691,C,8451,Saket,1Fam,2Story,5,3,2016,2024,CBlock,472.0,1004,59,1063,2,0,5,9,0,1.0,229.0,Y,Y,TA,9388891
692,RL,7273,Powai,1Fam,2Story,10,5,2006,2011,PConc,1321.0,2092,159,2251,3,1,5,9,1,0.0,50.0,Y,Y,TA,13847991
693,C,9455,Whitefield,1Fam,2Story,10,8,1992,2011,PConc,843.0,1060,909,1969,1,0,3,5,1,0.0,6.0,Y,Y,Ex,15639689
694,RL,6976,Sector17,Duplex,2Story,4,9,1982,1982,PConc,1431.0,1239,1001,2240,2,0,4,7,1,2.0,371.0,N,Y,TA,11051321
695,RM,10552,Saket,1Fam,2Story,6,8,2001,2001,PConc,696.0,1029,348,1377,1,1,2,5,1,2.0,354.0,N,Y,Ex,10577879
696,C,6078,Indiranagar,1Fam,2Story,8,7,2015,2024,CBlock,933.0,1229,299,1528,1,1,3,5,2,3.0,594.0,Y,Y,Gd,15686830
697,RL,5460,Whitefield,1Fam,1Story,4,9,2021,2022,BrkTil,987.0,1037,590,1627,3,0,4,9,0,3.0,524.0,Y,N,Gd,12404719
698,RL,8094,Whitefield,1Fam,1Story,4,9,2016,2019,BrkTil,1047.0,1168,193,1361,3,0,5,9,1,1.0,219.0,N,Y,TA,12144894
699,RL,9728,Bandra,Apartment,1Story,3,3,2017,2024,CBlock,1060.0,1365,347,1712,1,0,3,6,1,2.0,408.0,Y,Y,Ex,17935399
700,FV,4242,Koramangala,Duplex,1Story,7,9,1992,1995,CBlock,1512.0,1582,807,2389,1,1,5,8,0,0.0,8.0,Y,Y,TA,12392066
701,RM,6606,Indiranagar,1Fam,1Story,6,6,2014,2024,BrkTil,533.0,487,464,951,3,0,2,7,2,3.0,635.0,Y,Y,TA,13004665
702,RM,5778,Powai,Apartment,1Story,4,4,1986,1989,CBlock,990.0,1112,159,1271,1,0,5,8,1,1.0,272.0,Y,Y,Gd,11295247
703,RL,7285,Bandra,Duplex,SplitLevel,3,4,2009,2009,CBlock,865.0,739,478,1217,3,1,2,7,2,1.0,196.0,Y,Y,Gd,13169018
704,RM,7020,Powai,Duplex,SplitLevel,8,4,1990,1996,CBlock,797.0,1423,129,1552,1,1,5,7,1,0.0,3.0,Y,Y,Gd,13882921
705,RM,9690,Bandra,Duplex,2Story,5,6,1971,1988,CBlock,1130.0,1087,445,1532,3,1,5,10,1,3.0,581.0,N,N,Ex,13820568
706,RL,6783,Bandra,Duplex,SplitLevel,9,8,2006,2014,CBlock,1137.0,1566,420,1986,1,1,2,4,0,0.0,27.0,Y,Y,Gd,15452175
707,FV,9749,Bandra,1Fam,SplitLevel,9,3,1975,1977,CBlock,1182.0,1513,103,1616,3,1,5,10,0,1.0,199.0,Y,Y,TA,11158545
708,RL,6369,Koramangala,1Fam,SplitLevel,6,9,2013,2020,CBlock,,1631,120,1751,1,0,4,7,2,2.0,457.0,Y,Y,TA,12835158
709,RL,8852,Bandra,Duplex,1Story,4,6,1987,2005,CBlock,855.0,1233,566,1799,2,0,5,9,1,0.0,56.0,Y,Y,Gd,13590890
710,RL,7457,Andheri,1Fam,1Story,9,4,1999,2002,PConc,1171.0,1040,682,1722,2,0,3,6,2,1.0,215.0,Y,Y,TA,11361588
711,RL,10459,Sector17,1Fam,2Story,7,7,1991,2008,CBlock,1007.0,1731,220,1951,1,1,5,8,0,2.0,396.0,Y,Y,Ex,13785603
712,RM,4045,Powai,1Fam,1Story,9,5,2002,2021,PConc,798.0,1102,436,1538,2,1,4,7,0,2.0,386.0,Y,Y,TA,15041443
713,RL,4672,Saket,1Fam,2Story,9,9,1999,2009,BrkTil,1256.0,1444,979,2423,1,1,3,6,0,3.0,624.0,N,Y,Fa,9351813
714,C,10663,Malad,1Fam,1Story,9,6,1986,1999,PConc,1980.0,2732,138,2870,1,0,4,6,0,3.0,624.0,N,Y,Gd,14858440
715,RL,5533,Indiranagar,1Fam,1Story,10,6,2012,2024,PConc,960.0,1169,784,1953,2,1,3,6,0,1.0,186.0,N,Y,TA,14248656
716,RL,5660,Viman Nagar,1Fam,1Story,3,3,2001,2016,CBlock,685.0,878,835,1713,1,1,5,7,2,0.0,,Y,Y,TA,11627054
717,RM,5248,Koramangala,1Fam,2Story,4,3,2011,2013,CBlock,1311.0,975,937,1912,3,1,4,9,2,2.0,361.0,Y,Y,TA,13342228
718,RM,9296,Saket,Apartment,2Story,7,6,2020,2024,PConc,491.0,850,199,1049,1,0,5,8,0,3.0,622.0,Y,Y,Gd,9600853
719,RL,4493,Whitefield,Duplex,2Story,4,4,1983,1986,PConc,746.0,1404,286,1690,1,1,3,5,1,3.0,565.0,Y,Y,Ex,13499456
720,FV,7044,Andheri,1Fam,1Story,10,5,1979,1983,BrkTil,610.0,808,426,1234,2,1,4,8,1,0.0,38.0,N,Y,Gd,9929580
721,RM,6468,Viman Nagar,1Fam,2Story,6,9,2016,2024,PConc,1023.0,1223,631,1854,3,0,2,7,1,3.0,584.0,Y,Y,Gd,14039100
722,RL,9073,Malad,Duplex,2Story,6,3,2020,2024,PConc,729.0,827,409,1236,1,1,4,7,1,1.0,283.0,Y,N,TA,9411850
723,RL,5872,Saket,Duplex,2Story,6,9,2005,2020,CBlock,596.0,1198,229,1427,1,1,5,7,1,0.0,1.0,Y,Y,Gd,9919136
724,RL,7830,Viman Nagar,1Fam,1Story,8,4,2003,2016,CBlock,523.0,351,313,664,1,1,2,4,0,2.0,411.0,N,Y,TA,10269726
725,C,4657,Saket,Apartment,1Story,9,9,1978,1993,CBlock,,977,36,1013,1,0,2,5,2,1.0,130.0,Y,Y,Ex,10262805
726,RL,11547,Andheri,Duplex,1Story,8,7,2011,2017,CBlock,940.0,1086,691,1777,1,1,3,5,0,2.0,470.0,Y,Y,Gd,13431461
727,RL,6520,Malad,Apartment,2Story,3,3,1997,2005,BrkTil,614.0,1164,1,1165,1,1,2,5,1,2.0,398.0,N,Y,TA,8366209
728,RL,7017,Whitefield,1Fam,1Story,6,4,1980,1983,BrkTil,1234.0,1248,883,2131,3,0,2,7,1,3.0,686.0,Y,Y,Ex,16294356
729,RL,10309,Bandra,1Fam,1Story,10,4,1983,1993,CBlock,730.0,994,129,1123,3,0,3,7,2,1.0,202.0,Y,Y,TA,13434817
730,RM,5826,Powai,1Fam,1Story,7,5,2008,2009,PConc,837.0,1116,710,1826,1,1,4,6,0,1.0,189.0,Y,Y,Gd,13540415
731,RM,10334,Whitefield,1Fam,2Story,4,5,2016,2024,PConc,579.0,658,561,1219,1,0,5,8,2,0.0,0.0,Y,Y,Gd,12362204
732,RL,6177,Bandra,1Fam,2Story,9,7,1988,1999,CBlock,1332.0,1679,113,1792,2,1,4,8,1,1.0,232.0,Y,Y,Ex,18806832
733,RL,8343,Koramangala,1Fam,2Story,5,4,1984,1987,CBlock,418.0,773,59,832,3,0,2,7,1,0.0,26.0,Y,N,Gd,8894046
734,RL,5854,Sector17,Duplex,2Story,7,8,1997,2014,PConc,758.0,963,410,1373,3,1,5,9,2,1.0,133.0,N,Y,Fa,8788077
735,RM,4287,Indiranagar,1Fam,1Story,9,4,1993,1999,CBlock,880.0,1001,175,1176,1,1,4,6,1,2.0,371.0,Y,Y,Ex,16097655
736,C,7829,Indiranagar,1Fam,1Story,8,5,1977,1977,BrkTil,1357.0,1588,453,2041,3,1,5,10,0,0.0,36.0,Y,Y,TA,13695856
737,RL,8279,Powai,Apartment,1Story,8,8,2012,2024,PConc,982.0,1696,135,1831,3,0,2,7,1,1.0,167.0,Y,Y,Gd,14862314
738,RL,4368,Malad,1Fam,1Story,7,3,1978,1983,CBlock,662.0,646,337,983,2,0,4,7,1,0.0,0.0,Y,Y,TA,8309677
739,RL,6385,Andheri,1Fam,SplitLevel,8,3,2016,2021,CBlock,610.0,1141,357,1498,2,1,5,9,0,3.0,609.0,Y,Y,Gd,12080943
740,FV,9401,Malad,1Fam,2Story,6,9,2002,2013,PConc,842.0,900,313,1213,3,1,5,9,1,3.0,604.0,Y,Y,Fa,8548761
741,RL,8200,Andheri,Apartment,2Story,3,6,2002,2009,CBlock,1234.0,1404,671,2075,3,1,4,8,2,0.0,0.0,Y,Y,TA,11085829
742,RL,6209,Malad,Apartment,1Story,4,5,1988,2006,PConc,1620.0,2113,122,2235,3,1,4,9,2,0.0,88.0,Y,Y,Fa,9210171
743,RL,5804,Sector17,1Fam,1Story,3,6,1972,1976,CBlock,687.0,512,367,879,1,0,2,5,1,2.0,392.0,N,N,TA,7065227
744,RL,10896,Koramangala,Apartment,1Story,9,8,1979,1996,CBlock,1550.0,1156,857,2013,2,0,3,6,0,1.0,136.0,Y,Y,Gd,12052822
745,RM,4106,Koramangala,1Fam,2Story,4,5,2009,2013,CBlock,907.0,936,252,1188,1,1,5,8,0,,519.0,Y,Y,Fa,9282915
746,RL,6881,Bandra,Duplex,1Story,10,7,2016,2024,PConc,890.0,1220,253,1473,2,0,4,7,2,3.0,651.0,Y,Y,Fa,13109511
747,RL,4070,Viman Nagar,1Fam,1Story,4,4,2011,2011,PConc,879.0,965,651,1616,2,0,4,7,1,1.0,145.0,Y,Y,Ex,15439550
748,RM,9629,Koramangala,1Fam,2Story,3,7,1970,1979,CBlock,1469.0,1743,765,2508,2,0,4,7,0,3.0,601.0,Y,Y,Fa,10533723
749,RL,6985,Koramangala,1Fam,SplitLevel,7,8,1998,2002,PConc,742.0,1068,30,1098,3,1,5,10,0,3.0,556.0,Y,N,TA,9599569
750,RL,7356,Whitefield,1Fam,1Story,4,5,2019,2024,PConc,1520.0,1257,760,2017,2,1,2,6,2,0.0,0.0,Y,Y,Fa,11066055
751,RL,12537,Whitefield,Duplex,1Story,10,8,2003,2009,PConc,489.0,845,169,1014,1,0,3,6,2,3.0,617.0,N,Y,Fa,10058217
752,RM,5813,Bandra,1Fam,1Story,10,4,2020,2024,CBlock,751.0,851,128,979,2,0,5,8,0,3.0,531.0,Y,N,TA,12212572
753,RL,10497,Viman Nagar,1Fam,2Story,10,3,1982,1993,CBlock,1171.0,1168,446,1614,1,1,2,4,2,3.0,577.0,Y,N,TA,11350267
754,FV,6218,Powai,Duplex,1Story,3,3,1970,1970,BrkTil,1274.0,1559,51,1610,2,1,5,8,0,1.0,166.0,Y,Y,Ex,13155447
755,RL,6532,Whitefield,1Fam,2Story,4,8,2003,2013,PConc,451.0,520,80,600,2,1,5,8,1,2.0,,Y,Y,Ex,12567294
756,RL,12276,Powai,1Fam,2Story,5,6,1998,2012,PConc,1115.0,1588,591,2179,3,0,4,9,2,0.0,0.0,Y,Y,Ex,16810063
757,C,6677,Saket,Duplex,1Story,7,5,2017,2018,CBlock,265.0,470,130,600,1,0,2,5,2,2.0,368.0,Y,N,Ex,8647570
758,C,4251,Whitefield,Apartment,1Story,6,5,2016,2024,CBlock,679.0,1292,235,1527,2,0,4,8,1,3.0,643.0,N,Y,Gd,14206388
759,RL,7563,Sector17,1Fam,1Story,4,3,1982,1988,PConc,1168.0,1801,462,2263,2,1,4,7,0,3.0,564.0,N,Y,TA,11338557
760,FV,6654,Viman Nagar,1Fam,1Story,10,9,2017,2024,PConc,1745.0,2539,165,2704,1,1,2,4,0,3.0,622.0,Y,Y,Gd,17183256
761,RL,7734,Bandra,1Fam,1Story,5,7,2018,2024,PConc,1023.0,962,456,1418,2,1,4,8,2,2.0,420.0,Y,Y,TA,13500806
762,RM,6732,Saket,1Fam,2Story,6,9,2022,2024,CBlock,670.0,573,310,883,3,1,4,8,0,1.0,124.0,Y,N,TA,8176895
763,RL,11431,Viman Nagar,1Fam,2Story,6,4,1998,2004,PConc,1458.0,1362,883,2245,1,1,3,6,0,1.0,174.0,Y,Y,TA,12993205
764,RL,8113,Sector17,1Fam,1Story,9,7,2008,2018,BrkTil,817.0,1054,978,2032,3,0,2,6,1,0.0,0.0,N,N,Gd,11964524
765,RL,4850,Viman Nagar,Duplex,2Story,4,7,1993,2010,CBlock,642.0,706,649,1355,1,0,2,4,1,2.0,413.0,N,Y,Gd,12300552
766,RL,7249,Sector17,1Fam,1Story,3,8,1995,2006,PConc,568.0,1208,84,1292,1,0,4,6,1,1.0,188.0,Y,N,Ex,10847537
767,RL,5400,Sector17,Duplex,2Story,4,3,1986,1991,PConc,676.0,1041,200,1241,1,1,4,6,2,0.0,52.0,Y,Y,Gd,9425957
768,RL,6504,Powai,1Fam,2Story,5,9,1976,1980,PConc,856.0,1184,243,1427,2,0,2,5,1,3.0,605.0,Y,Y,TA,9433536
769,FV,5179,Malad,1Fam,2Story,6,9,1982,1982,CBlock,,1419,339,1758,1,1,2,5,1,3.0,622.0,Y,N,Gd,9715825
770,RL,11214,Saket,1Fam,1Story,4,3,1974,1985,CBlock,709.0,1216,100,1316,1,0,5,8,0,0.0,0.0,N,Y,TA,7349553
771,RL,5617,Viman Nagar,1Fam,2Story,3,9,1995,2005,PConc,650.0,1021,359,1380,1,0,2,5,1,1.0,223.0,Y,Y,Gd,11252496
772,RM,8375,Andheri,1Fam,2Story,9,3,2018,2021,CBlock,1264.0,1795,125,1920,3,1,5,9,2,2.0,496.0,Y,Y,Ex,15405535
773,RL,6353,Saket,Duplex,1Story,4,8,1972,1989,CBlock,502.0,583,275,858,1,0,4,7,1,0.0,26.0,Y,Y,TA,6205645
774,RL,4683,Malad,Duplex,2Story,7,6,1976,1979,PConc,844.0,1360,52,1412,2,0,3,7,2,1.0,255.0,Y,N,Gd,8812786
775,RL,7395,Saket,Duplex,2Story,9,7,2018,2024,PConc,435.0,647,115,762,1,0,3,5,0,0.0,0.0,Y,Y,TA,8273382
776,RL,7801,Koramangala,1Fam,1Story,3,8,2008,2009,PConc,1294.0,1039,615,1654,1,0,5,7,0,1.0,246.0,N,Y,TA,11496898
777,FV,8117,Andheri,1Fam,1Story,5,5,2022,2023,PConc,306.0,492,138,630,3,0,4,9,1,3.0,650.0,Y,Y,Ex,10820994
778,RL,2000,Malad,Duplex,2Story,6,4,1970,1981,PConc,1240.0,1567,478,2045,2,0,4,8,0,0.0,12.0,Y,Y,TA,9509173
779,RL,4530,Powai,1Fam,1Story,4,6,2018,2023,PConc,654.0,535,407,942,2,0,4,8,1,2.0,396.0,Y,Y,TA,11118690
780,RL,8915,Viman Nagar,Duplex,1Story,3,5,1986,1995,PConc,444.0,567,146,713,2,1,2,6,0,,0.0,Y,Y,TA,8698904
781,RL,5152,Indiranagar,Duplex,1Story,9,7,2012,2024,BrkTil,1094.0,932,486,1418,1,0,4,7,2,3.0,598.0,Y,Y,Ex,18211568
782,RL,7405,Malad,Duplex,1Story,7,9,1994,2007,PConc,1353.0,1291,1164,2455,1,1,2,4,0,3.0,,Y,N,TA,11072776
783,RM,4483,Bandra,1Fam,1Story,3,3,1972,1978,PConc,1144.0,1904,51,1955,2,0,5,9,1,1.0,161.0,Y,Y,Ex,16723313
784,RM,8463,Viman Nagar,Apartment,1Story,8,7,1984,2002,CBlock,277.0,523,115,638,2,1,3,7,1,3.0,536.0,Y,Y,Gd,10279063
785,C,8862,Malad,Duplex,1Story,10,8,1998,2014,PConc,597.0,870,58,928,3,1,5,10,1,1.0,205.0,Y,Y,Gd,10933840
786,RL,8463,Koramangala,1Fam,2Story,7,4,2022,2024,PConc,722.0,1174,228,1402,2,0,4,8,2,3.0,611.0,Y,Y,Gd,13069945
787,RL,9065,Indiranagar,Duplex,1Story,9,8,2012,2024,PConc,1261.0,1844,875,2719,1,1,4,7,0,1.0,132.0,Y,Y,Gd,18772470
788,FV,10127,Koramangala,1Fam,1Story,5,6,2001,2005,BrkTil,698.0,854,276,1130,1,1,5,8,1,2.0,402.0,Y,Y,Ex,13355993
789,RL,4651,Indiranagar,1Fam,1Story,6,6,1995,1999,PConc,695.0,950,184,1134,1,0,2,4,2,1.0,214.0,N,Y,Gd,13280505
790,FV,5422,Bandra,Apartment,1Story,9,4,1985,1994,BrkTil,1016.0,2316,47,2363,3,1,2,6,2,1.0,266.0,Y,N,Ex,15610280
791,C,8795,Viman Nagar,1Fam,1Story,10,5,1994,2003,CBlock,1152.0,1063,634,1697,2,0,2,5,2,2.0,376.0,Y,Y,TA,10473099
792,FV,9260,Powai,1Fam,1Story,5,5,1997,2003,CBlock,1380.0,1993,133,2126,1,1,3,6,0,1.0,304.0,Y,Y,Ex,16616893
793,RL,5651,Koramangala,1Fam,2Story,4,6,1978,1992,CBlock,587.0,1189,47,1236,3,1,3,8,0,1.0,202.0,N,N,TA,8729720
794,RL,5512,Koramangala,1Fam,1Story,3,6,1970,1976,PConc,910.0,1293,256,1549,3,1,4,8,0,2.0,339.0,Y,Y,TA,10088601
795,RM,5695,Sector17,1Fam,1Story,8,9,1998,2012,PConc,1553.0,2179,78,2257,1,1,5,8,2,3.0,583.0,Y,N,Gd,12528825
796,RM,3789,Indiranagar,Apartment,2Story,7,3,1991,1993,PConc,934.0,1067,460,1527,3,0,5,10,0,0.0,0.0,Y,Y,Gd,13253009
797,RL,4457,Whitefield,1Fam,1Story,7,9,1985,2003,PConc,1206.0,2110,51,2161,3,0,4,9,1,1.0,191.0,N,Y,Gd,15101319
798,RM,4505,Viman Nagar,Duplex,2Story,3,9,2010,2019,BrkTil,948.0,1526,267,1793,1,0,2,4,2,3.0,623.0,N,Y,Fa,10484464
799,RL,6411,Indiranagar,Duplex,2Story,8,5,2020,2024,CBlock,695.0,562,518,1080,3,0,3,7,0,0.0,13.0,N,Y,TA,12784999
800,RL,7541,Sector17,1Fam,1Story,3,4,2013,2015,PConc,1234.0,1516,75,1591,1,0,5,7,2,2.0,343.0,N,Y,Fa,8942181
801,C,7866,Saket,1Fam,SplitLevel,4,5,2020,2024,CBlock,1397.0,1551,539,2090,1,1,4,7,2,1.0,,N,Y,Gd,12314143
802,RL,5982,Indiranagar,1Fam,SplitLevel,10,3,2010,2021,BrkTil,831.0,1412,522,1934,3,0,2,6,0,,220.0,Y,Y,TA,14523223
803,RL,6032,Powai,Apartment,1Story,5,8,1976,1990,BrkTil,922.0,1236,343,1579,1,1,2,4,2,2.0,432.0,Y,Y,Gd,11304640
804,RL,7247,Viman Nagar,1Fam,SplitLevel,9,6,1983,1988,CBlock,,375,279,654,1,0,3,5,0,1.0,175.0,Y,Y,TA,8425029
805,RL,4007,Sector17,1Fam,2Story,7,6,1998,2010,PConc,307.0,515,187,702,2,0,3,7,0,0.0,0.0,Y,Y,Ex,10462036
806,RL,8918,Saket,Apartment,SplitLevel,4,3,1988,2006,PConc,642.0,739,69,808,1,0,4,6,0,0.0,0.0,Y,N,TA,6884080
807,RL,9570,Andheri,Duplex,2Story,5,9,1988,1990,PConc,1047.0,682,662,1344,2,0,4,7,2,2.0,449.0,Y,Y,TA,9437038
808,RL,5748,Sector17,Duplex,2Story,4,4,1971,1978,PConc,608.0,898,513,1411,2,1,2,6,2,1.0,163.0,Y,N,TA,7626111
809,C,6203,Andheri,Apartment,1Story,8,6,2010,2017,PConc,666.0,432,430,862,2,0,2,5,0,3.0,582.0,Y,Y,Gd,11065019
810,FV,9486,Viman Nagar,1Fam,1Story,7,7,2014,2024,BrkTil,1151.0,1494,617,2111,2,1,5,9,2,1.0,227.0,Y,Y,TA,12931049
811,RL,6753,Koramangala,Duplex,1Story,9,9,1984,1998,BrkTil,714.0,836,132,968,3,1,2,7,0,2.0,384.0,Y,Y,Gd,11227187
812,RL,8176,Sector17,1Fam,1Story,3,6,1972,1975,CBlock,518.0,822,92,914,3,0,4,8,1,3.0,669.0,Y,Y,TA,7499642
813,RL,6815,Bandra,1Fam,SplitLevel,3,7,1980,1998,CBlock,947.0,1598,46,1644,1,1,3,5,2,,0.0,Y,N,TA,10287146
814,RM,10112,Andheri,1Fam,1Story,5,3,2022,2024,CBlock,1363.0,1677,409,2086,1,1,4,6,2,0.0,,N,Y,Gd,13956698
815,RM,7980,Powai,1Fam,2Story,9,3,2015,2024,PConc,1864.0,1647,980,2627,1,0,5,8,1,3.0,659.0,Y,Y,TA,15674098
816,FV,8095,Bandra,1Fam,1Story,10,9,1999,2006,BrkTil,781.0,1819,72,1891,3,1,5,9,1,3.0,602.0,N,Y,Ex,18679167
817,RL,8132,Malad,1Fam,1Story,6,6,2009,2024,PConc,1522.0,2120,269,2389,2,0,3,6,1,2.0,346.0,Y,Y,Ex,16111556
818,RM,5889,Malad,1Fam,2Story,8,5,1987,1999,CBlock,471.0,781,212,993,3,0,4,8,0,,223.0,Y,Y,Gd,9686396
819,RL,6073,Saket,1Fam,1Story,5,7,2020,2022,PConc,1442.0,2271,408,2679,3,1,5,10,0,0.0,0.0,Y,Y,TA,12252540
820,FV,8538,Koramangala,Duplex,SplitLevel,6,4,2017,2024,BrkTil,360.0,643,26,669,1,1,4,7,1,1.0,142.0,Y,Y,TA,10050265
821,RL,7252,Viman Nagar,1Fam,1Story,4,6,1971,1979,CBlock,792.0,1154,194,1348,1,1,5,8,0,0.0,4.0,Y,Y,TA,9706172
822,RL,4644,Sector17,1Fam,1Story,8,4,2001,2014,CBlock,1003.0,1286,594,1880,1,1,3,5,2,1.0,192.0,Y,Y,Gd,12634435
823,RM,10746,Whitefield,Duplex,1Story,4,6,1977,1989,PConc,353.0,682,115,797,2,1,5,8,1,0.0,0.0,N,Y,TA,9599448
824,C,8956,Powai,1Fam,1Story,10,5,1991,1997,PConc,520.0,590,546,1136,2,1,4,8,2,1.0,147.0,N,Y,Gd,13153415
825,RL,7075,Andheri,Apartment,1Story,9,5,1975,1989,CBlock,436.0,732,325,1057,3,1,4,8,0,2.0,493.0,N,Y,TA,9506681
826,RL,6452,Viman Nagar,Apartment,1Story,7,9,1981,1987,PConc,849.0,1015,429,1444,2,0,5,8,1,0.0,4.0,N,N,Gd,10652880
827,RL,7397,Bandra,1Fam,2Story,8,9,2016,2021,BrkTil,1805.0,1347,963,2310,1,0,2,5,0,2.0,467.0,Y,Y,TA,16129219
828,RL,8035,Malad,Apartment,1Story,6,5,2009,2010,CBlock,717.0,822,786,1608,2,0,3,7,2,0.0,,Y,Y,Ex,12873671
829,RL,2933,Powai,Duplex,1Story,10,8,2005,2013,PConc,1064.0,775,593,1368,2,1,3,7,0,0.0,61.0,Y,Y,Fa,10534523
830,FV,11224,Whitefield,1Fam,2Story,7,5,1984,2000,PConc,416.0,496,104,600,2,1,5,8,2,0.0,27.0,Y,Y,TA,9869163
831,RL,5420,Sector17,Duplex,1Story,3,3,1997,2001,CBlock,1200.0,1651,182,1833,2,1,5,8,0,1.0,152.0,Y,Y,TA,10170824
832,RM,6996,Saket,Duplex,1Story,6,3,2021,2024,PConc,1312.0,1983,12,1995,1,0,2,4,2,0.0,30.0,N,Y,Gd,11378313
833,RM,7069,Whitefield,1Fam,2Story,5,8,2018,2018,PConc,547.0,504,245,749,1,0,3,6,0,,352.0,Y,Y,Ex,15359989
834,C,10993,Powai,Duplex,2Story,3,7,2014,2023,PConc,693.0,1252,314,1566,3,0,2,7,1,1.0,246.0,N,Y,Gd,13239621
835,FV,6823,Whitefield,1Fam,2Story,10,4,1987,1997,PConc,1020.0,1642,54,1696,3,1,3,7,1,1.0,210.0,Y,Y,Gd,14598966
836,RM,10177,Powai,Apartment,2Story,3,6,1971,1986,PConc,1413.0,1214,868,2082,3,0,5,10,0,,0.0,Y,Y,TA,11452864
837,RL,7813,Powai,Apartment,1Story,5,6,1982,1995,PConc,,1062,175,1237,2,0,3,7,2,3.0,578.0,Y,N,Gd,10996152
838,RL,5076,Indiranagar,Duplex,1Story,8,8,2014,2021,CBlock,851.0,1019,143,1162,2,1,3,6,0,1.0,239.0,N,N,Gd,12968035
839,RL,7269,Andheri,1Fam,1Story,3,3,1984,2000,CBlock,588.0,746,625,1371,1,0,3,6,1,0.0,0.0,N,Y,Gd,9745498
840,RL,6762,Malad,1Fam,SplitLevel,9,9,1989,2006,CBlock,1516.0,2086,156,2242,3,0,2,6,2,2.0,304.0,Y,Y,TA,11356027
841,RL,4831,Indiranagar,Duplex,1Story,6,6,1998,2009,PConc,1301.0,1922,199,2121,1,0,2,5,0,3.0,514.0,Y,Y,Gd,16623085
842,RM,7715,Sector17,Apartment,2Story,7,3,2011,2024,BrkTil,876.0,821,768,1589,3,1,3,7,0,1.0,136.0,Y,Y,Fa,9926275
843,RL,7044,Indiranagar,Apartment,2Story,3,7,1998,2011,CBlock,1130.0,1150,959,2109,3,0,4,9,2,3.0,639.0,Y,Y,Ex,16273647
844,RL,8112,Koramangala,Apartment,1Story,6,4,1972,1987,PConc,388.0,314,286,600,3,1,2,6,0,1.0,243.0,N,Y,TA,8519096
845,FV,7386,Koramangala,1Fam,1Story,4,7,1988,2001,CBlock,1509.0,1331,664,1995,2,1,5,9,1,3.0,616.0,Y,Y,TA,11182825
846,RL,5697,Malad,Apartment,1Story,6,8,1972,1980,PConc,622.0,784,256,1040,3,0,5,10,1,3.0,615.0,Y,N,Gd,7818952
847,RL,8536,Whitefield,1Fam,1Story,7,5,1983,1986,PConc,1812.0,1902,581,2483,3,0,3,8,2,2.0,472.0,Y,N,TA,12984367
848,RM,5751,Andheri,1Fam,1Story,6,5,2009,2019,BrkTil,598.0,676,391,1067,2,1,5,9,0,3.0,,N,Y,Gd,9582833
849,RM,2000,Malad,1Fam,1Story,5,5,1973,1978,PConc,517.0,1121,52,1173,3,1,2,7,0,2.0,431.0,Y,N,TA,7437103
850,RL,7257,Powai,Apartment,2Story,10,7,2021,2024,CBlock,798.0,1286,595,1881,2,1,4,7,1,0.0,0.0,Y,Y,TA,13921821
851,RM,5891,Bandra,Apartment,SplitLevel,7,6,1980,1984,PConc,811.0,1008,921,1929,2,1,4,7,2,1.0,176.0,Y,Y,Ex,15972751
852,RL,7764,Andheri,1Fam,2Story,10,4,2000,2010,BrkTil,759.0,894,482,1376,1,1,4,6,2,2.0,385.0,Y,Y,TA,11234660
853,RL,10997,Andheri,1Fam,2Story,8,5,2012,2024,PConc,954.0,1366,419,1785,2,0,5,9,2,1.0,302.0,Y,Y,TA,13514149
854,RL,11055,Powai,Apartment,1Story,10,8,2001,2013,PConc,1269.0,1300,547,1847,2,1,3,6,1,2.0,345.0,N,Y,TA,12672167
855,RM,6669,Powai,1Fam,1Story,4,8,1996,2006,CBlock,1252.0,1143,653,1796,2,0,5,9,1,1.0,215.0,N,N,Gd,13206004
856,RL,5346,Saket,1Fam,1Story,5,5,1999,2012,CBlock,587.0,790,607,1397,3,1,3,8,2,2.0,324.0,Y,Y,Ex,11961429
857,RM,8169,Malad,1Fam,1Story,8,5,2012,2024,CBlock,,1684,168,1852,1,0,4,6,2,1.0,169.0,Y,Y,Gd,12042889
